NMFS.Tracking.Number,NMFS.Final.Determination..Species.,NMFS.Final.Determination..Critical.Habitat.,Common.Name,Population.Name,count,,NMFS.Tracking.Number,count
,,,,,,11882,SWR-2011-5693,2
,,,,,,11883,SWR-2011-571,2
,,,,,,11884,SWR-2011-5790,2
,,,,,,11885,SWR-2011-5794,2
,,,,,,11886,SWR-2011-5814,2
,,,,,,11887,SWR-2011-5835,2
,,,,,,11888,SWR-2011-5892,2
,,,,,,11889,SWR-2011-5984,2
,,,,,,11890,SWR-2011-5995,2
,,,,,,11891,SWR-2011-6015,2
,,,,,,11892,SWR-2011-6138,2
,,,,,,11893,SWR-2011-6291,2
,,,,,,11894,SWR-2011-6340,2
,,,,,,11895,SWR-2011-6372,2
,,,,,,11896,SWR-2011-6374,2
,,,,,,11897,SWR-2011-6437,2
,,,,,,11898,SWR-2011-647,2
,,,,,,11899,SWR-2011-6470,2
,,,,,,11900,SWR-2011-6539,2
,,,,,,11901,SWR-2011-676,2
,,,,,,11902,SWR-2011-700,2
,,,,,,11903,SWR-2011-702,2
,,,,,,11904,SWR-2011-713,2
,,,,,,11905,SWR-2011-74,2
,,,,,,11906,SWR-2011-757,2
,,,,,,11907,SWR-2011-828,2
,,,,,,11908,SWR-2011-829,2
,,,,,,11909,SWR-2011-928,2
,,,,,,11910,SWR-2012-1055,2
,,,,,,11911,SWR-2012-1069,2
,,,,,,11912,SWR-2012-1114,2
,,,,,,11913,SWR-2012-1165,2
,,,,,,11914,SWR-2012-1200,2
,,,,,,11915,SWR-2012-1201,2
,,,,,,11916,SWR-2012-1250,2
,,,,,,11917,SWR-2012-1279,2
,,,,,,11918,SWR-2012-130,2
,,,,,,11919,SWR-2012-143,2
,,,,,,11920,SWR-2012-145,2
,,,,,,11921,SWR-2012-1450,2
,,,,,,11922,SWR-2012-146,2
,,,,,,11923,SWR-2012-1466,2
,,,,,,11924,SWR-2012-1467,2
,,,,,,11925,SWR-2012-147,2
,,,,,,11926,SWR-2012-148,2
,,,,,,11927,SWR-2012-151,2
,,,,,,11928,SWR-2012-152,2
,,,,,,11929,SWR-2012-153,2
,,,,,,11930,SWR-2012-156,2
,,,,,,11931,SWR-2012-158,2
,,,,,,11932,SWR-2012-161,2
,,,,,,11933,SWR-2012-1683,2
,,,,,,11934,SWR-2012-1688,2
,,,,,,11935,SWR-2012-1691,2
,,,,,,11936,SWR-2012-1724,2
,,,,,,11937,SWR-2012-1731,2
,,,,,,11938,SWR-2012-1777,2
,,,,,,11939,SWR-2012-1794,2
,,,,,,11940,SWR-2012-1934,2
,,,,,,11941,SWR-2012-2097,2
,,,,,,11942,SWR-2012-2129,2
,,,,,,11943,SWR-2012-2244,2
,,,,,,11944,SWR-2012-2350,2
,,,,,,11945,SWR-2012-2351,2
,,,,,,11946,SWR-2012-2352,2
,,,,,,11947,SWR-2012-237,2
,,,,,,11948,SWR-2012-238,2
,,,,,,11949,SWR-2012-2448,2
,,,,,,11950,SWR-2012-2452,2
,,,,,,11951,SWR-2012-2477,2
,,,,,,11952,SWR-2012-2549,2
,,,,,,11953,SWR-2012-2558,2
,,,,,,11954,SWR-2012-2565,2
,,,,,,11955,SWR-2012-2574,2
,,,,,,11956,SWR-2012-2590,2
,,,,,,11957,SWR-2012-26,2
,,,,,,11958,SWR-2012-2695,2
,,,,,,11959,SWR-2012-2699,2
,,,,,,11960,SWR-2012-2707,2
,,,,,,11961,SWR-2012-2746,2
,,,,,,11962,SWR-2012-2747,2
,,,,,,11963,SWR-2012-2801,2
,,,,,,11964,SWR-2012-2865,2
,,,,,,11965,SWR-2012-2907,2
,,,,,,11966,SWR-2012-308,2
,,,,,,11967,SWR-2012-3170,2
,,,,,,11968,SWR-2012-3206,2
,,,,,,11969,SWR-2012-3300,2
,,,,,,11970,SWR-2012-3303,2
,,,,,,11971,SWR-2012-3327,2
,,,,,,11972,SWR-2012-3502,2
,,,,,,11973,SWR-2012-3507,2
,,,,,,11974,SWR-2012-3540,2
,,,,,,11975,SWR-2012-3676,2
,,,,,,11976,SWR-2012-3685,2
,,,,,,11977,SWR-2012-3736,2
,,,,,,11978,SWR-2012-3952,2
,,,,,,11979,SWR-2012-4000,2
,,,,,,11980,SWR-2012-44,2
,,,,,,11981,SWR-2012-52,2
,,,,,,11982,SWR-2012-559,2
,,,,,,11983,SWR-2012-563,2
,,,,,,11984,SWR-2012-583,2
,,,,,,11985,SWR-2012-646,2
,,,,,,11986,SWR-2012-652,2
,,,,,,11987,SWR-2012-715,2
,,,,,,11988,SWR-2012-718,2
,,,,,,11989,SWR-2012-838,2
,,,,,,11990,SWR-2012-9,2
,,,,,,11991,SWR-2012-935,2
,,,,,,11992,SWR-2012-971,2
,,,,,,11993,SWR-2012-989,2
,,,,,,11994,SWR-2012-990,2
,,,,,,11995,SWR-2013-9608,2
,,,,,,11996,800014,1
,,,,,,11997,820024,1
,,,,,,11998,830015,1
,,,,,,11999,840009,1
,,,,,,12000,870011,1
,,,,,,12001,870013,1
,,,,,,12002,870045,1
,,,,,,12003,890003,1
,,,,,,12004,900022,1
,,,,,,12005,900029,1
,,,,,,12006,900053,1
,,,,,,12007,910002,1
,,,,,,12008,910021,1
,,,,,,12009,910023,1
,,,,,,12010,910036,1
,,,,,,12011,910049,1
,,,,,,12012,920005,1
,,,,,,12013,920024,1
,,,,,,12014,920040,1
,,,,,,12015,920043,1
,,,,,,12016,920060,1
,,,,,,12017,920061,1
,,,,,,12018,930008,1
,,,,,,12019,930021,1
,,,,,,12020,930031,1
,,,,,,12021,930045,1
,,,,,,12022,930077,1
,,,,,,12023,930089,1
,,,,,,12024,930092,1
,,,,,,12025,930094,1
,,,,,,12026,940016,1
,,,,,,12027,940071,1
,,,,,,12028,940074,1
,,,,,,12029,950015,1
,,,,,,12030,950018,1
,,,,,,12031,950023,1
,,,,,,12032,950026,1
,,,,,,12033,950037,1
,,,,,,12034,950049,1
,,,,,,12035,950050,1
,,,,,,12036,950066,1
,,,,,,12037,960063,1
,,,,,,12038,960064,1
,,,,,,12039,960065,1
,,,,,,12040,AKR-1998-1409,1
,,,,,,12041,AKR-2002-563,1
,,,,,,12042,AKR-2003-528,1
,,,,,,12043,AKR-2003-529,1
,,,,,,12044,AKR-2003-531,1
,,,,,,12045,AKR-2003-611,1
,,,,,,12046,AKR-2005-6873,1
,,,,,,12047,AKR-2007-6365,1
,,,,,,12048,AKR-2008-7928,1
,,,,,,12049,AKR-2009-4165,1
,,,,,,12050,AKR-2009-7620,1
,,,,,,12051,AKR-2009-7621,1
,,,,,,12052,AKR-2009-7628,1
,,,,,,12053,AKR-2009-7629,1
,,,,,,12054,AKR-2010-6741,1
,,,,,,12055,AKR-2010-6742,1
,,,,,,12056,AKR-2011-3523,1
,,,,,,12057,AKR-2011-6216,1
,,,,,,12058,AKR-2011-6498,1
,,,,,,12059,AKR-2011-6506,1
,,,,,,12060,AKR-2011-6507,1
,,,,,,12061,AKR-2012-1306,1
,,,,,,12062,AKR-2012-1307,1
,,,,,,12063,AKR-2012-1548,1
,,,,,,12064,AKR-2012-2089,1
,,,,,,12065,AKR-2012-2419,1
,,,,,,12066,AKR-2012-3073,1
,,,,,,12067,AKR-2012-3476,1
,,,,,,12068,AKR-2012-679,1
,,,,,,12069,FPR-1978-7,1
,,,,,,12070,FPR-1997-1109,1
,,,,,,12071,FPR-1997-87,1
,,,,,,12072,FPR-1998-279,1
,,,,,,12073,FPR-1998-282,1
,,,,,,12074,FPR-1999-1158,1
,,,,,,12075,FPR-1999-1160,1
,,,,,,12076,FPR-2000-1209,1
,,,,,,12077,FPR-2001-960,1
,,,,,,12078,FPR-2002-1238,1
,,,,,,12079,FPR-2003-1327,1
,,,,,,12080,FPR-2003-1626,1
,,,,,,12081,FPR-2003-415,1
,,,,,,12082,FPR-2003-454,1
,,,,,,12083,FPR-2003-673,1
,,,,,,12084,FPR-2003-910,1
,,,,,,12085,FPR-2004-1538,1
,,,,,,12086,FPR-2006-2048,1
,,,,,,12087,FPR-2006-4538,1
,,,,,,12088,FPR-2007-2183,1
,,,,,,12089,FPR-2007-2184,1
,,,,,,12090,FPR-2007-2185,1
,,,,,,12091,FPR-2007-2531,1
,,,,,,12092,FPR-2010-2650,1
,,,,,,12093,FPR-2010-3395,1
,,,,,,12094,FPR-2011-2995,1
,,,,,,12095,FPR-2011-3193,1
,,,,,,12096,FPR-2011-6551,1
,,,,,,12097,IPR830001,1
,,,,,,12098,IPR860002,1
,,,,,,12099,IPR910002,1
,,,,,,12100,IPR920002,1
,,,,,,12101,IPR950002,1
,,,,,,12102,NER-2000-1028,1
,,,,,,12103,NER-2000-2265,1
,,,,,,12104,NER-2001-1171,1
,,,,,,12105,NER-2001-1335,1
,,,,,,12106,NER-2001-1378,1
,,,,,,12107,NER-2001-1379,1
,,,,,,12108,NER-2001-1434,1
,,,,,,12109,NER-2002-1034,1
,,,,,,12110,NER-2002-131,1
,,,,,,12111,NER-2002-1915,1
,,,,,,12112,NER-2002-1916,1
,,,,,,12113,NER-2002-1968,1
,,,,,,12114,NER-2002-202,1
,,,,,,12115,NER-2002-203,1
,,,,,,12116,NER-2002-2607,1
,,,,,,12117,NER-2002-402,1
,,,,,,12118,NER-2002-419,1
,,,,,,12119,NER-2002-661,1
,,,,,,12120,NER-2002-756,1
,,,,,,12121,NER-2002-795,1
,,,,,,12122,NER-2002-798,1
,,,,,,12123,NER-2002-812,1
,,,,,,12124,NER-2002-813,1
,,,,,,12125,NER-2002-920,1
,,,,,,12126,NER-2003-1148,1
,,,,,,12127,NER-2003-1150,1
,,,,,,12128,NER-2003-1151,1
,,,,,,12129,NER-2003-1153,1
,,,,,,12130,NER-2003-1154,1
,,,,,,12131,NER-2003-1155,1
,,,,,,12132,NER-2003-1156,1
,,,,,,12133,NER-2003-1158,1
,,,,,,12134,NER-2003-1160,1
,,,,,,12135,NER-2003-1161,1
,,,,,,12136,NER-2003-1162,1
,,,,,,12137,NER-2003-1163,1
,,,,,,12138,NER-2003-1164,1
,,,,,,12139,NER-2003-1165,1
,,,,,,12140,NER-2003-1166,1
,,,,,,12141,NER-2003-1167,1
,,,,,,12142,NER-2003-1168,1
,,,,,,12143,NER-2003-1169,1
,,,,,,12144,NER-2003-1170,1
,,,,,,12145,NER-2003-1171,1
,,,,,,12146,NER-2003-1172,1
,,,,,,12147,NER-2003-1173,1
,,,,,,12148,NER-2003-1175,1
,,,,,,12149,NER-2003-1176,1
,,,,,,12150,NER-2003-1178,1
,,,,,,12151,NER-2003-1179,1
,,,,,,12152,NER-2003-1180,1
,,,,,,12153,NER-2003-1181,1
,,,,,,12154,NER-2003-1183,1
,,,,,,12155,NER-2003-1184,1
,,,,,,12156,NER-2003-1188,1
,,,,,,12157,NER-2003-1189,1
,,,,,,12158,NER-2003-1190,1
,,,,,,12159,NER-2003-1191,1
,,,,,,12160,NER-2003-1193,1
,,,,,,12161,NER-2003-1194,1
,,,,,,12162,NER-2003-1196,1
,,,,,,12163,NER-2003-1198,1
,,,,,,12164,NER-2003-1581,1
,,,,,,12165,NER-2003-1582,1
,,,,,,12166,NER-2003-1584,1
,,,,,,12167,NER-2003-1627,1
,,,,,,12168,NER-2003-1628,1
,,,,,,12169,NER-2003-1629,1
,,,,,,12170,NER-2003-1630,1
,,,,,,12171,NER-2003-1631,1
,,,,,,12172,NER-2003-1632,1
,,,,,,12173,NER-2003-1633,1
,,,,,,12174,NER-2003-1634,1
,,,,,,12175,NER-2003-1635,1
,,,,,,12176,NER-2003-1636,1
,,,,,,12177,NER-2003-1637,1
,,,,,,12178,NER-2003-1648,1
,,,,,,12179,NER-2003-1649,1
,,,,,,12180,NER-2003-1650,1
,,,,,,12181,NER-2003-1651,1
,,,,,,12182,NER-2003-1652,1
,,,,,,12183,NER-2003-1653,1
,,,,,,12184,NER-2003-1666,1
,,,,,,12185,NER-2003-1669,1
,,,,,,12186,NER-2003-1670,1
,,,,,,12187,NER-2003-1672,1
,,,,,,12188,NER-2003-1673,1
,,,,,,12189,NER-2003-1674,1
,,,,,,12190,NER-2003-1676,1
,,,,,,12191,NER-2003-1677,1
,,,,,,12192,NER-2003-1678,1
,,,,,,12193,NER-2003-1679,1
,,,,,,12194,NER-2003-1680,1
,,,,,,12195,NER-2003-1681,1
,,,,,,12196,NER-2003-1682,1
,,,,,,12197,NER-2003-1683,1
,,,,,,12198,NER-2003-1684,1
,,,,,,12199,NER-2003-1685,1
,,,,,,12200,NER-2003-1686,1
,,,,,,12201,NER-2003-1687,1
,,,,,,12202,NER-2003-1688,1
,,,,,,12203,NER-2003-1689,1
,,,,,,12204,NER-2003-1690,1
,,,,,,12205,NER-2003-1691,1
,,,,,,12206,NER-2003-1692,1
,,,,,,12207,NER-2003-239,1
,,,,,,12208,NER-2004-1636,1
,,,,,,12209,NER-2004-1639,1
,,,,,,12210,NER-2004-1640,1
,,,,,,12211,NER-2004-1641,1
,,,,,,12212,NER-2004-1642,1
,,,,,,12213,NER-2004-1644,1
,,,,,,12214,NER-2004-1645,1
,,,,,,12215,NER-2004-1646,1
,,,,,,12216,NER-2004-1647,1
,,,,,,12217,NER-2004-1648,1
,,,,,,12218,NER-2004-1937,1
,,,,,,12219,NER-2004-1938,1
,,,,,,12220,NER-2004-1939,1
,,,,,,12221,NER-2004-2196,1
,,,,,,12222,NER-2004-2206,1
,,,,,,12223,NER-2004-281,1
,,,,,,12224,NER-2004-899,1
,,,,,,12225,NER-2004-900,1
,,,,,,12226,NER-2004-901,1
,,,,,,12227,NER-2004-907,1
,,,,,,12228,NER-2004-909,1
,,,,,,12229,NER-2004-910,1
,,,,,,12230,NER-2004-911,1
,,,,,,12231,NER-2004-912,1
,,,,,,12232,NER-2004-913,1
,,,,,,12233,NER-2004-914,1
,,,,,,12234,NER-2004-915,1
,,,,,,12235,NER-2004-916,1
,,,,,,12236,NER-2004-918,1
,,,,,,12237,NER-2004-919,1
,,,,,,12238,NER-2004-920,1
,,,,,,12239,NER-2004-921,1
,,,,,,12240,NER-2004-922,1
,,,,,,12241,NER-2004-923,1
,,,,,,12242,NER-2004-924,1
,,,,,,12243,NER-2004-925,1
,,,,,,12244,NER-2004-926,1
,,,,,,12245,NER-2004-927,1
,,,,,,12246,NER-2004-929,1
,,,,,,12247,NER-2004-933,1
,,,,,,12248,NER-2004-934,1
,,,,,,12249,NER-2004-935,1
,,,,,,12250,NER-2004-936,1
,,,,,,12251,NER-2004-937,1
,,,,,,12252,NER-2004-938,1
,,,,,,12253,NER-2004-939,1
,,,,,,12254,NER-2004-941,1
,,,,,,12255,NER-2004-947,1
,,,,,,12256,NER-2004-950,1
,,,,,,12257,NER-2004-951,1
,,,,,,12258,NER-2004-952,1
,,,,,,12259,NER-2005-5060,1
,,,,,,12260,NER-2005-5061,1
,,,,,,12261,NER-2005-5117,1
,,,,,,12262,NER-2005-6541,1
,,,,,,12263,NER-2005-6573,1
,,,,,,12264,NER-2006-2140,1
,,,,,,12265,NER-2006-2545,1
,,,,,,12266,NER-2006-2546,1
,,,,,,12267,NER-2006-2548,1
,,,,,,12268,NER-2006-2552,1
,,,,,,12269,NER-2006-2971,1
,,,,,,12270,NER-2006-2972,1
,,,,,,12271,NER-2006-3962,1
,,,,,,12272,NER-2006-3986,1
,,,,,,12273,NER-2006-3992,1
,,,,,,12274,NER-2006-4087,1
,,,,,,12275,NER-2006-4088,1
,,,,,,12276,NER-2006-5709,1
,,,,,,12277,NER-2006-5712,1
,,,,,,12278,NER-2006-6122,1
,,,,,,12279,NER-2006-6475,1
,,,,,,12280,NER-2006-6555,1
,,,,,,12281,NER-2006-6611,1
,,,,,,12282,NER-2007-2019,1
,,,,,,12283,NER-2007-2273,1
,,,,,,12284,NER-2007-2314,1
,,,,,,12285,NER-2007-2348,1
,,,,,,12286,NER-2007-2350,1
,,,,,,12287,NER-2007-2521,1
,,,,,,12288,NER-2007-2524,1
,,,,,,12289,NER-2007-2566,1
,,,,,,12290,NER-2007-2933,1
,,,,,,12291,NER-2007-2936,1
,,,,,,12292,NER-2007-2937,1
,,,,,,12293,NER-2007-3153,1
,,,,,,12294,NER-2007-3197,1
,,,,,,12295,NER-2007-3223,1
,,,,,,12296,NER-2007-3228,1
,,,,,,12297,NER-2007-3603,1
,,,,,,12298,NER-2007-390,1
,,,,,,12299,NER-2007-4408,1
,,,,,,12300,NER-2007-4416,1
,,,,,,12301,NER-2007-4418,1
,,,,,,12302,NER-2007-4419,1
,,,,,,12303,NER-2007-4420,1
,,,,,,12304,NER-2007-4421,1
,,,,,,12305,NER-2007-4451,1
,,,,,,12306,NER-2007-4481,1
,,,,,,12307,NER-2007-4501,1
,,,,,,12308,NER-2007-4900,1
,,,,,,12309,NER-2007-5107,1
,,,,,,12310,NER-2007-5220,1
,,,,,,12311,NER-2007-5221,1
,,,,,,12312,NER-2007-5354,1
,,,,,,12313,NER-2007-5359,1
,,,,,,12314,NER-2007-5360,1
,,,,,,12315,NER-2007-5366,1
,,,,,,12316,NER-2007-5367,1
,,,,,,12317,NER-2007-5368,1
,,,,,,12318,NER-2007-5369,1
,,,,,,12319,NER-2007-5583,1
,,,,,,12320,NER-2007-5715,1
,,,,,,12321,NER-2007-5716,1
,,,,,,12322,NER-2007-5743,1
,,,,,,12323,NER-2007-5873,1
,,,,,,12324,NER-2007-5886,1
,,,,,,12325,NER-2007-5966,1
,,,,,,12326,NER-2007-607,1
,,,,,,12327,NER-2007-6496,1
,,,,,,12328,NER-2007-657,1
,,,,,,12329,NER-2007-664,1
,,,,,,12330,NER-2007-686,1
,,,,,,12331,NER-2007-7072,1
,,,,,,12332,NER-2007-7249,1
,,,,,,12333,NER-2007-7252,1
,,,,,,12334,NER-2007-7329,1
,,,,,,12335,NER-2007-7362,1
,,,,,,12336,NER-2007-7365,1
,,,,,,12337,NER-2007-7366,1
,,,,,,12338,NER-2007-7448,1
,,,,,,12339,NER-2007-7449,1
,,,,,,12340,NER-2007-7576,1
,,,,,,12341,NER-2007-7577,1
,,,,,,12342,NER-2007-7687,1
,,,,,,12343,NER-2007-883,1
,,,,,,12344,NER-2008-2109,1
,,,,,,12345,NER-2008-2182,1
,,,,,,12346,NER-2008-2192,1
,,,,,,12347,NER-2008-2196,1
,,,,,,12348,NER-2008-2205,1
,,,,,,12349,NER-2008-2507,1
,,,,,,12350,NER-2008-2560,1
,,,,,,12351,NER-2008-2723,1
,,,,,,12352,NER-2008-2824,1
,,,,,,12353,NER-2008-2946,1
,,,,,,12354,NER-2008-2988,1
,,,,,,12355,NER-2008-3564,1
,,,,,,12356,NER-2008-3640,1
,,,,,,12357,NER-2008-4103,1
,,,,,,12358,NER-2008-4106,1
,,,,,,12359,NER-2008-4736,1
,,,,,,12360,NER-2008-4737,1
,,,,,,12361,NER-2008-4875,1
,,,,,,12362,NER-2008-5416,1
,,,,,,12363,NER-2008-5551,1
,,,,,,12364,NER-2008-5802,1
,,,,,,12365,NER-2008-5803,1
,,,,,,12366,NER-2008-6475,1
,,,,,,12367,NER-2008-6513,1
,,,,,,12368,NER-2009-1476,1
,,,,,,12369,NER-2009-1720,1
,,,,,,12370,NER-2009-1832,1
,,,,,,12371,NER-2009-1888,1
,,,,,,12372,NER-2009-1919,1
,,,,,,12373,NER-2009-236,1
,,,,,,12374,NER-2009-2396,1
,,,,,,12375,NER-2009-4273,1
,,,,,,12376,NER-2009-4275,1
,,,,,,12377,NER-2009-4277,1
,,,,,,12378,NER-2009-4422,1
,,,,,,12379,NER-2009-4576,1
,,,,,,12380,NER-2009-4684,1
,,,,,,12381,NER-2009-4739,1
,,,,,,12382,NER-2009-4771,1
,,,,,,12383,NER-2009-4772,1
,,,,,,12384,NER-2009-5487,1
,,,,,,12385,NER-2009-5716,1
,,,,,,12386,NER-2009-5717,1
,,,,,,12387,NER-2009-5718,1
,,,,,,12388,NER-2009-5719,1
,,,,,,12389,NER-2009-621,1
,,,,,,12390,NER-2009-7199,1
,,,,,,12391,NER-2009-7201,1
,,,,,,12392,NER-2010-1099,1
,,,,,,12393,NER-2010-1369,1
,,,,,,12394,NER-2010-1504,1
,,,,,,12395,NER-2010-1505,1
,,,,,,12396,NER-2010-1734,1
,,,,,,12397,NER-2010-242,1
,,,,,,12398,NER-2010-334,1
,,,,,,12399,NER-2010-335,1
,,,,,,12400,NER-2010-336,1
,,,,,,12401,NER-2010-386,1
,,,,,,12402,NER-2010-431,1
,,,,,,12403,NER-2010-4344,1
,,,,,,12404,NER-2010-4585,1
,,,,,,12405,NER-2010-6042,1
,,,,,,12406,NER-2010-6419,1
,,,,,,12407,NER-2010-6462,1
,,,,,,12408,NER-2010-6525,1
,,,,,,12409,NER-2010-6578,1
,,,,,,12410,NER-2010-673,1
,,,,,,12411,NER-2010-937,1
,,,,,,12412,NER-2011-102,1
,,,,,,12413,NER-2011-1288,1
,,,,,,12414,NER-2011-1293,1
,,,,,,12415,NER-2011-1455,1
,,,,,,12416,NER-2011-1539,1
,,,,,,12417,NER-2011-1551,1
,,,,,,12418,NER-2011-1669,1
,,,,,,12419,NER-2011-1681,1
,,,,,,12420,NER-2011-1683,1
,,,,,,12421,NER-2011-1878,1
,,,,,,12422,NER-2011-1879,1
,,,,,,12423,NER-2011-1982,1
,,,,,,12424,NER-2011-2013,1
,,,,,,12425,NER-2011-2168,1
,,,,,,12426,NER-2011-2201,1
,,,,,,12427,NER-2011-2221,1
,,,,,,12428,NER-2011-2222,1
,,,,,,12429,NER-2011-2434,1
,,,,,,12430,NER-2011-2615,1
,,,,,,12431,NER-2011-263,1
,,,,,,12432,NER-2011-3195,1
,,,,,,12433,NER-2011-3471,1
,,,,,,12434,NER-2011-3472,1
,,,,,,12435,NER-2011-3768,1
,,,,,,12436,NER-2011-3842,1
,,,,,,12437,NER-2011-3845,1
,,,,,,12438,NER-2011-3896,1
,,,,,,12439,NER-2011-458,1
,,,,,,12440,NER-2011-474,1
,,,,,,12441,NER-2011-493,1
,,,,,,12442,NER-2011-5581,1
,,,,,,12443,NER-2011-5626,1
,,,,,,12444,NER-2011-5627,1
,,,,,,12445,NER-2011-5694,1
,,,,,,12446,NER-2011-5695,1
,,,,,,12447,NER-2011-5696,1
,,,,,,12448,NER-2011-5768,1
,,,,,,12449,NER-2011-655,1
,,,,,,12450,NER-2011-67,1
,,,,,,12451,NER-2011-703,1
,,,,,,12452,NER-2012-1005,1
,,,,,,12453,NER-2012-1006,1
,,,,,,12454,NER-2012-1149,1
,,,,,,12455,NER-2012-1154,1
,,,,,,12456,NER-2012-1180,1
,,,,,,12457,NER-2012-1183,1
,,,,,,12458,NER-2012-1588,1
,,,,,,12459,NER-2012-1605,1
,,,,,,12460,NER-2012-1837,1
,,,,,,12461,NER-2012-1893,1
,,,,,,12462,NER-2012-1894,1
,,,,,,12463,NER-2012-2087,1
,,,,,,12464,NER-2012-3078,1
,,,,,,12465,NER-2012-314,1
,,,,,,12466,NER-2012-3330,1
,,,,,,12467,NER-2012-3353,1
,,,,,,12468,NER-2012-3709,1
,,,,,,12469,NWR-1994-167,1
,,,,,,12470,NWR-1994-171,1
,,,,,,12471,NWR-1995-188,1
,,,,,,12472,NWR-1997-1308,1
,,,,,,12473,NWR-1997-1326,1
,,,,,,12474,NWR-1997-1330,1
,,,,,,12475,NWR-1997-1331,1
,,,,,,12476,NWR-1997-1333,1
,,,,,,12477,NWR-1997-1379,1
,,,,,,12478,NWR-1998-1613,1
,,,,,,12479,NWR-1998-355,1
,,,,,,12480,NWR-1999-100,1
,,,,,,12481,NWR-1999-1003,1
,,,,,,12482,NWR-1999-101,1
,,,,,,12483,NWR-1999-103,1
,,,,,,12484,NWR-1999-104,1
,,,,,,12485,NWR-1999-110,1
,,,,,,12486,NWR-1999-114,1
,,,,,,12487,NWR-1999-118,1
,,,,,,12488,NWR-1999-119,1
,,,,,,12489,NWR-1999-1200,1
,,,,,,12490,NWR-1999-122,1
,,,,,,12491,NWR-1999-124,1
,,,,,,12492,NWR-1999-126,1
,,,,,,12493,NWR-1999-129,1
,,,,,,12494,NWR-1999-131,1
,,,,,,12495,NWR-1999-136,1
,,,,,,12496,NWR-1999-1397,1
,,,,,,12497,NWR-1999-143,1
,,,,,,12498,NWR-1999-160,1
,,,,,,12499,NWR-1999-164,1
,,,,,,12500,NWR-1999-166,1
,,,,,,12501,NWR-1999-169,1
,,,,,,12502,NWR-1999-172,1
,,,,,,12503,NWR-1999-173,1
,,,,,,12504,NWR-1999-174,1
,,,,,,12505,NWR-1999-180,1
,,,,,,12506,NWR-1999-181,1
,,,,,,12507,NWR-1999-183,1
,,,,,,12508,NWR-1999-184,1
,,,,,,12509,NWR-1999-1867,1
,,,,,,12510,NWR-1999-1875,1
,,,,,,12511,NWR-1999-192,1
,,,,,,12512,NWR-1999-199,1
,,,,,,12513,NWR-1999-200,1
,,,,,,12514,NWR-1999-201,1
,,,,,,12515,NWR-1999-202,1
,,,,,,12516,NWR-1999-203,1
,,,,,,12517,NWR-1999-205,1
,,,,,,12518,NWR-1999-206,1
,,,,,,12519,NWR-1999-207,1
,,,,,,12520,NWR-1999-222,1
,,,,,,12521,NWR-1999-223,1
,,,,,,12522,NWR-1999-228,1
,,,,,,12523,NWR-1999-230,1
,,,,,,12524,NWR-1999-232,1
,,,,,,12525,NWR-1999-233,1
,,,,,,12526,NWR-1999-236,1
,,,,,,12527,NWR-1999-238,1
,,,,,,12528,NWR-1999-241,1
,,,,,,12529,NWR-1999-252,1
,,,,,,12530,NWR-1999-253,1
,,,,,,12531,NWR-1999-255,1
,,,,,,12532,NWR-1999-259,1
,,,,,,12533,NWR-1999-267,1
,,,,,,12534,NWR-1999-268,1
,,,,,,12535,NWR-1999-275,1
,,,,,,12536,NWR-1999-281,1
,,,,,,12537,NWR-1999-283,1
,,,,,,12538,NWR-1999-284,1
,,,,,,12539,NWR-1999-285,1
,,,,,,12540,NWR-1999-287,1
,,,,,,12541,NWR-1999-289,1
,,,,,,12542,NWR-1999-290,1
,,,,,,12543,NWR-1999-291,1
,,,,,,12544,NWR-1999-296,1
,,,,,,12545,NWR-1999-298,1
,,,,,,12546,NWR-1999-299,1
,,,,,,12547,NWR-1999-302,1
,,,,,,12548,NWR-1999-304,1
,,,,,,12549,NWR-1999-305,1
,,,,,,12550,NWR-1999-308,1
,,,,,,12551,NWR-1999-325,1
,,,,,,12552,NWR-1999-326,1
,,,,,,12553,NWR-1999-330,1
,,,,,,12554,NWR-1999-334,1
,,,,,,12555,NWR-1999-347,1
,,,,,,12556,NWR-1999-363,1
,,,,,,12557,NWR-1999-394,1
,,,,,,12558,NWR-1999-396,1
,,,,,,12559,NWR-1999-414,1
,,,,,,12560,NWR-1999-418,1
,,,,,,12561,NWR-1999-419,1
,,,,,,12562,NWR-1999-421,1
,,,,,,12563,NWR-1999-424,1
,,,,,,12564,NWR-1999-425,1
,,,,,,12565,NWR-1999-426,1
,,,,,,12566,NWR-1999-433,1
,,,,,,12567,NWR-1999-435,1
,,,,,,12568,NWR-1999-509,1
,,,,,,12569,NWR-1999-535,1
,,,,,,12570,NWR-1999-552,1
,,,,,,12571,NWR-1999-579,1
,,,,,,12572,NWR-1999-580,1
,,,,,,12573,NWR-1999-586,1
,,,,,,12574,NWR-1999-588,1
,,,,,,12575,NWR-1999-606,1
,,,,,,12576,NWR-1999-647,1
,,,,,,12577,NWR-1999-650,1
,,,,,,12578,NWR-1999-736,1
,,,,,,12579,NWR-1999-737,1
,,,,,,12580,NWR-1999-755,1
,,,,,,12581,NWR-1999-80,1
,,,,,,12582,NWR-1999-81,1
,,,,,,12583,NWR-1999-83,1
,,,,,,12584,NWR-1999-84,1
,,,,,,12585,NWR-1999-85,1
,,,,,,12586,NWR-1999-90,1
,,,,,,12587,NWR-1999-93,1
,,,,,,12588,NWR-1999-971,1
