TrackingNumber,Common.Name,Population.Name,Jeopardy,CriticalHabitat,CH,Spp,CH_cons,Spp_cons
NWR-2009-66,"Salmon, Chinook",Upper Columbia River spring-run ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Salmon, Chinook",Upper Columbia River summer/fall-run ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Salmon, chum",Columbia River ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Salmon, sockeye",Snake River ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Salmon, coho",Lower Columbia River ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Salmon, coho",Oregon Coast ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,Steelhead,Upper Columbia River DPS,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,Steelhead,Snake River Basin DPS,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,Steelhead,Middle Columbia River DPS,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,Steelhead,Lower Columbia River DPS,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,Steelhead,Upper Willamette River DPS,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Sea lion, Steller",Eastern US DPS,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Whale, killer",Southern Resident,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
NWR-2009-66,Eulachon,Southern DPS,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2000-1313,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2000-1313,"Turtle, hawksbill sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2000-1313,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2000-1313,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2000-1313,"Turtle, loggerhead sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2003-1071,"Turtle, loggerhead sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2003-1071,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2003-1071,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2004-80,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2004-80,"Turtle, hawksbill sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2004-80,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2004-80,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2004-80,"Turtle, loggerhead sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2005-536,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2005-536,"Turtle, hawksbill sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2005-536,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2005-536,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2005-536,"Turtle, loggerhead sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2006-7001,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2006-7001,"Turtle, hawksbill sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2006-7001,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2006-7001,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2006-7001,"Turtle, loggerhead sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2008-9073,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2008-9073,"Turtle, hawksbill sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2008-9073,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2008-9073,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2008-9073,"Turtle, loggerhead sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2008-9073,"Sawfish, smalltooth",U.S. DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Turtle, hawksbill sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Turtle, loggerhead sea",Northeast Atlantic Ocean DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Sturgeon, Atlantic",Carolina DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Sturgeon, Atlantic",Chesapeake Bay DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Sturgeon, Atlantic",Gulf of Maine DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Sturgeon, Atlantic",New York Bight DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Sturgeon, Atlantic",South Atlantic DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2012-4507,"Sturgeon, Gulf",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2012-4507,"Sawfish, smalltooth",U.S. DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2005-587,"Turtle, green sea",Range-wide,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2005-587,"Turtle, hawksbill sea",Range-wide,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2005-587,"Turtle, leatherback sea",Range-wide,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2003-1386,"Salmon, Chinook",Puget Sound ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2005-404,Steelhead,Snake River Basin DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2008-7161,"Salmon, Chinook",Puget Sound ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2008-7161,Steelhead,Puget Sound DPS,,,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2009-6531,"Salmon, Chinook",Lower Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,"Salmon, Chinook",Snake River fall-run ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,"Salmon, Chinook",Snake River spring/summer-run ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,"Salmon, Chinook",Upper Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,"Salmon, chum",Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,"Salmon, coho",Lower Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,"Salmon, sockeye",Snake River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,Steelhead,Lower Columbia River DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,Steelhead,Middle Columbia River DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,Steelhead,Snake River Basin DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,Steelhead,Upper Columbia River DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,"Sturgeon, green",Southern DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-6531,"Sea lion, Steller",Eastern US DPS,,,No Effect,No Jeopardy,No Effect,No Jeopardy
NWR-2010-4057,"Salmon, Chinook",Puget Sound ESU,,,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2010-4057,Steelhead,Puget Sound DPS,,,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2010-4057,"Salmon, chum",Hood Canal summer-run ESU,,,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2010-4057,Bocaccio,Puget Sound/Georgia Basin DPS,,,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2010-4057,"Rockfish, yelloweye",Puget Sound/Georgia Basin DPS,,,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2010-4057,"Rockfish, canary",Puget Sound/Georgia Basin DPS,,,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2010-4057,"Whale, killer",Southern Resident,,,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
NWR-2010-4057,"Sea lion, Steller",Range-wide,,,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
NWR-2011-5371,"Salmon, Chinook",Lower Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5371,Steelhead,Lower Columbia River DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5371,"Salmon, coho",Lower Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5873,"Salmon, Chinook",Lower Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5873,Steelhead,Lower Columbia River DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5873,"Salmon, coho",Lower Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2012-115,"Salmon, Chinook",Puget Sound ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2012-115,Steelhead,Puget Sound DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-3509,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2011-3509,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3509,Eulachon,Columbia River,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2011-3509,"Sturgeon, green",Southern DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2011-3790,Bocaccio,Puget Sound/Georgia Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2011-3790,"Rockfish, canary",Puget Sound/Georgia Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2011-3790,"Rockfish, yelloweye",Puget Sound/Georgia Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
SWR-2012-4129,Steelhead,,Withdrawn,May Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SWR-2013-9398,Steelhead,,Withdrawn,May Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SWR-2013-9399,Steelhead,,Withdrawn,May Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SER-2013-11060,"Coral, elkhorn",,Withdrawn,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SER-2013-11060,"Coral, staghorn",,Withdrawn,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SER-2013-11060,"Seagrass, Johnson's",,Withdrawn,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SER-2013-11060,"Turtle, hawksbill sea",,Withdrawn,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SER-2013-11060,"Turtle, Kemp's ridley sea",,Withdrawn,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SER-2013-11060,"Turtle, leatherback sea",,Withdrawn,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SER-2013-11060,"Turtle, green sea",,Withdrawn,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SER-2013-11060,"Sawfish, smalltooth",,Withdrawn,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Effect,No Adverse Modification,No Effect
SER-2007-5044,"Turtle, green sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2007-5044,"Turtle, hawksbill sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2007-5044,"Turtle, Kemp's ridley sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2007-5044,"Turtle, leatherback sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2007-5044,"Turtle, loggerhead sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
SER-2007-5044,"Sawfish, smalltooth",U.S. DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
WCR-2017-6480,Bocaccio,,"Adverse Mod, No Jeopardy",Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2017-6480,"Rockfish, canary",,"Adverse Mod, No Jeopardy",Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2017-6480,"Rockfish, yelloweye",,"Adverse Mod, No Jeopardy",Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2008-148,"Whale, sperm",California/Oregon/Washington Stock,Jeopardy & Adverse Modification,,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2008-148,"Whale, sei",Eastern North Pacific Stock,Jeopardy & Adverse Modification,,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2008-148,"Whale, humpback",Western North Pacific DPS,Jeopardy & Adverse Modification,,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2008-148,"Whale, fin",Range-wide,Jeopardy & Adverse Modification,,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2008-148,"Whale, blue",Range-wide,Jeopardy & Adverse Modification,,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2008-148,"Sea lion, Steller",Eastern US DPS,Jeopardy & Adverse Modification,,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2008-148,Eulachon,Columbia River,Jeopardy & Adverse Modification,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy
FPR-2010-5328,"Whale, fin",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Whale, humpback",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Whale, sei",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Whale, sperm",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Turtle, Kemp's ridley sea",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Turtle, loggerhead sea",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Abalone, white",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Sea lion, Steller",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Seal, Guadalupe fur",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Whale, bowhead",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Whale, blue",,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,Vaquita,Gulf of California,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2010-5328,"Turtle, olive ridley sea",Range-wide,Jeopardy & Adverse Modification,,No CH,Jeopardy,No CH,Jeopardy
FPR-2014-9084,"Turtle, Kemp's ridley sea",,"Adverse Mod, No Jeopardy",,No CH,No Jeopardy,No CH,No Jeopardy
FPR-2014-9084,"Turtle, green sea",Florida Breeding Populations,"Adverse Mod, No Jeopardy",,Adverse Modification,No Jeopardy,Adverse Modification,No Jeopardy
FPR-2014-9084,"Turtle, loggerhead sea",,"Adverse Mod, No Jeopardy",,No CH,No Jeopardy,No CH,No Jeopardy
FPR-2014-9084,"Whale, blue",,"Adverse Mod, No Jeopardy",,No CH,No Jeopardy,No CH,No Jeopardy
FPR-2014-9084,"Whale, sei",,"Adverse Mod, No Jeopardy",,No CH,No Jeopardy,No CH,No Jeopardy
FPR-2014-9084,"Whale, sperm",,"Adverse Mod, No Jeopardy",,No CH,No Jeopardy,No CH,No Jeopardy
FPR-2014-9084,"Whale, fin",,"Adverse Mod, No Jeopardy",,No CH,No Jeopardy,No CH,No Jeopardy
FPR-2014-9084,"Whale, humpback",,"Adverse Mod, No Jeopardy",,No CH,No Jeopardy,No CH,No Jeopardy
FPR-2003-2432,"Salmon, Chinook",Oregon Coast ESU,,Jeopardy & Adverse Modification,NA,NA,NA,NA
FPR-2003-2433,"Salmon, Chinook",Oregon Coast ESU,,Jeopardy & Adverse Modification,NA,NA,NA,NA
FPR-2003-2434,"Salmon, Chinook",Oregon Coast ESU,,Jeopardy & Adverse Modification,NA,NA,NA,NA
FPR-2003-2435,"Salmon, Chinook",Oregon Coast ESU,,Jeopardy & Adverse Modification,NA,NA,NA,NA
FPR-2003-2436,"Salmon, Chinook",Oregon Coast ESU,,Jeopardy & Adverse Modification,NA,NA,NA,NA
FPR-2004-2637,"Salmon, Chinook",Oregon Coast ESU,,Jeopardy & Adverse Modification,NA,NA,NA,NA
FPR-2004-2641,"Salmon, Chinook",Oregon Coast ESU,,Jeopardy & Adverse Modification,NA,NA,NA,NA
FPR-2004-2643,"Salmon, Chinook",Oregon Coast ESU,,Jeopardy & Adverse Modification,NA,NA,NA,NA
FPR-2004-2639,"Salmon, Chinook",Oregon Coast ESU,,Jeopardy & Adverse Modification,NA,NA,NA,NA
NWR-2002-1959,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2002-1959,"Turtle, loggerhead sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2002-1959,"Turtle, olive ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2002-1959,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-4536,"Whale, humpback",Eastern North Pacific Stock,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-4536,"Whale, fin",California/Oregon/Washington Stock,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
